GS_A_ID,GS_A_SIZE,GS_B_ID,GS_B_SIZE,OLAP,SIMILARITY,PVALUE
WAG003280,92,WAG002291,234,31,.15145910095799558,101.61927782396923
WAG003280,92,WAG002565,66,26,.2363636363636364,116.76650270242641
WAG003280,92,WAG002128,64,21,.19006944444444449,89.27974708839815
WAG003280,92,WAG003008,68,31,.2834245326037392,145.74090337487547
WAG003280,92,WAG002544,43,15,.1697674418604651,64.79206245021959
WAG003280,92,WAG002161,83,40,.3334225792057117,193.10640099314026
WAG002688,102,WAG002846,115,58,.4055493895671477,282.7019492135765
WAG002128,64,WAG002392,59,16,.1738634563598923,70.80349514554786
WAG002202,20,WAG003070,21,10,.35806451612903223,64.72945160468007
WAG002202,20,WAG002396,43,12,.3082352941176471,70.49917722840952
WAG002202,20,WAG002607,19,12,.4818713450292399,83.1198765815182
WAG002202,20,WAG002532,50,7,.1588888888888889,35.124819096448284
WAG002202,20,WAG003001,96,9,.15728971962616822,41.56107241342568
WAG002202,20,WAG003215,107,13,.2212280701754386,64.92241527004217
WAG003080,33,WAG002441,31,11,.2370054777845405,60.37877254256668
WAG003080,33,WAG001996,145,22,.24615384615384614,103.5518769826616
WAG003080,33,WAG002145,42,10,.1836829836829837,50.194498823200725
WAG003215,107,WAG002173,94,24,.1595384060584205,91.12125527673595
WAG003215,107,WAG002666,40,16,.17770992366412214,69.18071106517112
WAG002626,45,WAG002605,91,14,.15402550091074682,58.751148692599834
WAG002626,45,WAG002206,40,13,.2094444444444445,65.39725245693249
WAG002337,54,WAG003049,84,16,.1641772920461445,67.59384494111896
WAG002337,54,WAG002007,104,44,.4717348927875244,243.283225801571
WAG002337,54,WAG002215,26,9,.1706392199349946,44.12867400892728
WAG002337,54,WAG002227,47,16,.2186733416770964,78.21099247818374
WAG002656,164,WAG002142,66,23,.1585858585858586,84.97811794509084
WAG002868,108,WAG002302,29,13,.1735261401557286,58.04386739785184
WAG002868,108,WAG002814,31,14,.1799225806451613,62.60214389305714
WAG002868,108,WAG001987,69,19,.15127499541368558,73.46156828991803
WAG002291,234,WAG002281,81,47,.25634789017873594,188.26767203186455
WAG002291,234,WAG002321,85,59,.3203619909502262,254.1772185686096
WAG002291,234,WAG002234,118,52,.22680225988700564,189.0173593732743
WAG002291,234,WAG002500,144,52,.1998295841854124,175.99332204513303
WAG002291,234,WAG002767,97,47,.2293015826920285,176.3631298732739
WAG003049,84,WAG002879,163,30,.18202764976958524,112.0762026860166
WAG002841,89,WAG003305,103,23,.1605611329033974,88.57173688487933
WAG002925,62,WAG002778,18,8,.17777777777777778,40.56778626915121
WAG002770,127,WAG002087,235,87,.3900987831066572,378.04072890324073
WAG003280,92,WAG003212,430,48,.18536048431480467,153.63151276171038
WAG003280,92,WAG002968,50,19,.19957723577235773,84.0884431193133
WAG002161,83,WAG002120,49,15,.1637885923600209,64.13855753412679
WAG002161,83,WAG003007,75,29,.25717829457364344,133.52859590841194
WAG002161,83,WAG002837,72,35,.33055555555555555,172.86551470785375
WAG003265,150,WAG002121,90,47,.29926309729418543,205.11386129634832
WAG002539,51,WAG002838,99,25,.2580392156862745,117.17105359851963
WAG002539,51,WAG002846,115,30,.29411764705882354,143.67105940020633
WAG002539,51,WAG002553,26,13,.2625,70.56491683317991
WAG002882,155,WAG002145,42,17,.15650793650793654,67.04769389048579
WAG003007,75,WAG002837,72,21,.19166666666666665,91.2508570081136
WAG003007,75,WAG003280,92,20,.1621768707482993,80.1371216566439
WAG003007,75,WAG002801,63,21,.2102564102564103,94.56843644108629
WAG002296,49,WAG002674,15,10,.28148148148148144,58.79513049418233
WAG002149,328,WAG002889,72,34,.16876138433515486,113.7714410647916
WAG002484,93,WAG002823,53,21,.21364528301886795,93.8645225919194
WAG003224,153,WAG003212,430,55,.15522875816993464,149.90937335538862
WAG003224,153,WAG002805,341,56,.17548571940191604,167.65738255955264
WAG002801,63,WAG003049,84,36,.37374517374517374,185.6728391516682
WAG002801,63,WAG002234,118,23,.1894715692184047,94.47201821767521
WAG002336,62,WAG002938,9,6,.2071794871794872,33.89947109654808
WAG002500,144,WAG002300,107,59,.35611370716510904,267.6555646663296
WAG002500,144,WAG002257,125,55,.29360747663551395,231.6509423438522
WAG002500,144,WAG002290,85,50,.3411107459743674,229.77084438609032
WAG002118,55,WAG003116,22,8,.16548089591567855,39.60354575671076
WAG002118,55,WAG002158,47,12,.15773049645390075,54.24574518569165
WAG002118,55,WAG003005,152,29,.2357916241062309,125.15712075060526
WAG002645,132,WAG003049,84,27,.1785714285714286,103.58805750299757
WAG002645,132,WAG002079,77,27,.18881118881118886,106.40811840375927
WAG002645,132,WAG003305,103,26,.15000696799368235,92.42384079825159
WAG002645,132,WAG001987,69,29,.21894169194472532,120.93935525251267
WAG002645,132,WAG002868,108,28,.1575122292103424,100.47536324064026
WAG003049,84,WAG002596,246,31,.15675266762223286,103.38829213257306
WAG003049,84,WAG003273,26,12,.1902668759811617,57.27654115137506
WAG003049,84,WAG003224,153,28,.17384370015948966,104.13807556049072
WAG003049,84,WAG002186,144,28,.1786666666666667,105.99784929571548
WAG002841,89,WAG002142,66,19,.16934046345811052,78.4762426134899
WAG002841,89,WAG002161,83,28,.22302543507362785,121.744955498247
WAG003280,92,WAG002170,98,29,.2071428571428572,120.56780144047207
WAG002161,83,WAG003223,87,21,.16335408749090322,84.2463368320082
WAG003296,112,WAG002837,72,26,.2038677918424754,108.1128248244948
WAG003007,75,WAG001998,36,14,.19324169530355095,65.45192228766604
WAG002149,328,WAG002607,19,12,.1549725058915947,45.59962698835603
WAG002607,19,WAG002022,93,17,.3221052631578948,97.40684109793187
WAG002607,19,WAG002149,328,12,.1549725058915947,45.59962698833647
WAG002801,63,WAG002659,303,32,.17823400817412793,112.86621378151176
WAG002079,77,WAG002645,132,27,.18881118881118886,106.40811840372636
WAG002500,144,WAG002539,51,18,.1519441674975075,69.32366208564179
WAG002409,68,WAG003280,92,26,.23169446883230904,115.7972880544637
