GS_ID,wFC,pFDR
WAG002312,1.0204,0.28090602048563
WAG002314,0.8048,0.0082702016004498
WAG002316,0.7829,0.056638919344478
WAG002317,1.0412,0.10449577906361
WAG002320,1.0846,0.00036410419700789
WAG002321,1.107,0.08830575648145
WAG002325,1.688,0.0020887658969275
WAG002328,0.8682,0.017814642345308
WAG002331,1.1225,0.051646514678803
WAG002332,0.8237,0.13429820517097
WAG002335,0.8382,0.17175278004217
WAG002336,1.0565,9.1616113478036e-06
WAG002337,0.9141,0.00028734460435344
WAG002338,0.9967,0.00013704178955383
WAG002342,1.0941,0.013461836105807
WAG002350,0.8071,0.44583040696297
WAG002355,0.8247,0.13547736127956
WAG002360,0.7436,1.4056271091245e-05
WAG002363,0.7958,1.228412896712e-06
WAG002364,0.9371,1.8953004900048e-09
WAG002365,1.0404,0.45856562483202
WAG002366,0.9336,0.0009073588566338
WAG002369,0.783,0.00055659262213967
WAG002377,0.5138,0.43898323449401
WAG002378,0.9279,0.0072104868398677
WAG002380,1.0941,2.2941323586457e-09
WAG002384,0.9277,5.4614635510118e-09
WAG002391,1.343,0.029831447172102
WAG002392,0.9654,0.016848886460675
WAG002393,1.0348,4.3516520761206e-11
WAG002395,1.0754,0.062329787436231
WAG002396,1.0551,5.0441348793511e-07
WAG002400,0.7364,0.1802948015734
WAG002404,0.7077,0.21221925549169
WAG002409,0.9611,3.2610854293353e-06
WAG002414,0.8785,2.2404370901308e-06
WAG002415,1.1837,2.0182605883395e-05
WAG002418,0.8206,9.8261674570546e-05
WAG002419,1.0798,0.00045005189101007
WAG002421,1.0586,0.45159191184057
WAG002424,0.676,9.0432688750346e-06
WAG002430,0.9678,0.013396173391331
WAG002433,1.0644,0.3713095040082
WAG002436,0.6155,4.850572472578e-06
WAG002437,1.1194,0.00020341028899409
WAG002438,0.9198,0.013139127923609
WAG002440,0.9903,0.3510311420062
WAG002441,0.7098,0.0051234613105779
WAG002448,3.4701,0.046793440628259
WAG002454,0.955,0.033239795353029
WAG002456,0.7029,2.8156691046616e-05
WAG002457,0.8359,0.010128870341592
WAG002458,0.5534,0.0034024391891167
WAG002466,0.7728,1.5575802271488e-05
WAG002473,1.121,0.3701911018877
WAG002478,1.0178,0.13512270850135
WAG002481,0.942,0.00011707667115301
WAG002483,0.9831,3.4188066508944e-19
WAG002484,0.7891,2.0150467975937e-05
WAG002493,1.0657,0.45011128262142
WAG002496,0.7158,0.0016494306340098
WAG002500,1.0486,1.4316761224533e-06
WAG002501,0.9958,0.17539375877364
WAG002502,0.7418,0.00084748581680867
WAG002513,0.9945,4.0558709950474e-14
WAG002514,0.8932,0.026129670522484
WAG002517,1.0677,0.00027708764505471
WAG002522,0.968,2.6691591906088e-05
WAG002525,0.9075,0.1120008172661
WAG002532,0.9775,0.074636333582163
WAG002539,0.9031,1.9899841794479e-05
WAG002542,0.8875,0.238477776493
WAG002543,0.8875,0.23780220205534
WAG002544,0.9423,0.16153869694769
WAG002548,0.9153,2.5558292856837e-05
WAG002549,1.018,0.056736570028056
WAG002553,1.1176,0.019960734151111
WAG002554,1.007,1.3162805513584e-09
WAG002557,0.8085,0.0021673026072503
WAG002563,1.3734,0.45006890540172
WAG002565,0.9449,0.00059812362765962
WAG002572,0.68,0.13053591307709
WAG002576,0.7632,0.15258792653118
WAG002579,0.732,0.19724094990637
WAG002581,1.0658,0.17959525864685
WAG002582,0.6501,0.13019773713647
WAG002584,0.7616,0.037385533924326
WAG002585,1.1426,0.015781677577446
WAG002587,0.9466,0.00022672767438011
WAG002588,1.1089,0.049121551902138
WAG002592,1.3455,0.017721856364457
WAG002596,0.9527,2.2100666981294e-07
WAG002598,2.5688,0.44181059791424
WAG002601,1.0676,1.8746308827366e-06
WAG002605,0.7509,3.5443839072018e-08
WAG002607,0.9315,4.913220789844e-05
WAG002608,0.9977,2.3877030924139e-12
WAG002610,1.202,0.44863065340227
WAG002611,0.9594,0.29886049381419
WAG002612,0.8768,5.6664573832033e-05
WAG002613,0.6941,0.00020341029672395
WAG002617,0.8286,0.20254393995647
WAG002618,0.9592,1.4149127806542e-07
WAG002621,1.073,0.11171727089328
WAG002622,0.8112,0.41906473694611
WAG002626,0.7431,0.00028364128696971
WAG002628,1.0349,5.3305445123806e-17
WAG002645,0.9729,3.3917073488108e-06
WAG002653,0.9344,0.0060051474638463
WAG002656,0.9817,3.1057715183553e-06
WAG002659,0.9517,5.7977933439264e-11
WAG002665,0.9466,0.0009057000653054
WAG002666,1.0397,0.26268749680619
WAG002670,1.0696,8.1817485561991e-07
WAG002671,0.431,0.41779098394628
WAG002672,0.9829,0.056505651298961
WAG002674,1.7657,0.0033959211063789
WAG002675,0.741,1.7737790190469e-05
WAG002678,0.7413,0.012422874268045
WAG002683,0.9272,0.012397417558479
WAG002688,0.8788,4.138627618468e-06
WAG002690,1.0395,0.0051134545502057
WAG002694,1.2712,0.0031102667970375
WAG002696,0.6289,0.00057698666301651
WAG002698,0.6861,0.0054955170900445
WAG002700,0.7183,5.2247621230589e-10
WAG002702,0.8389,0.00055316026821067
WAG002703,1.0554,1.4227581123453e-08
WAG002714,0.6905,0.13476805572313
WAG002717,1.0655,2.0656928473067e-05
WAG002718,0.9434,3.997014909889e-09
WAG002719,1.2394,1.296528982301e-06
WAG002726,0.8463,0.4887532031823
WAG002728,1.3507,0.29798918042115
WAG002731,0.9788,3.7805477896132e-05
WAG002732,0.8524,0.00148230271404
WAG002735,0.8721,2.504310988753e-08
WAG002736,0.9145,0.36907269976719
WAG002752,0.7342,0.0036551159022896
WAG002755,0.984,4.5335374653942e-11
WAG002757,0.8338,8.9071391104426e-05
WAG002759,1.0551,0.0035211443979813
WAG002762,1.0053,3.1539095155024e-10
WAG002767,1.097,0.0001880275984163
WAG002769,1.0656,0.022025922915978
WAG002770,1.0665,3.5858363406037e-06
WAG002775,0.7228,0.037300373254794
WAG002778,1.6799,0.12416362771175
WAG002781,0.9688,1.7190652076301e-07
WAG002783,0.9831,3.4142664030181e-19
WAG002789,1.1437,2.5517268309715e-05
WAG002791,1.2756,0.022235992989125
WAG002792,0.8977,0.0032062776414438
WAG002797,0.8601,0.12985956119586
WAG002798,0.7876,0.007534020333686
WAG002799,0.7005,0.037215212585263
WAG002801,0.9119,0.0010101623013336
WAG002804,0.6495,0.00013482151347784
WAG002805,0.9496,3.3474941211208e-08
WAG002814,0.9228,0.36680973987641
WAG002818,0.6715,0.44863098557616
WAG002819,0.9115,5.2877811626336e-09
WAG002820,0.7858,2.7679630312316e-05
WAG002823,0.9166,0.04558527564261
WAG002824,0.9492,2.3031940501645e-08
WAG002826,0.5461,0.00011842262623046
WAG002832,0.8351,0.0057127015984555
WAG002833,0.6121,0.19480866584613
WAG002834,0.7676,0.22171950140965
WAG002837,0.9941,0.0027332226555159
WAG002838,0.8641,0.00029285204511909
WAG002840,0.9322,1.440315159289e-07
WAG002841,0.8918,1.6646137230366e-06
WAG002846,0.8965,1.0304122264563e-08
WAG002849,0.7338,0.019360997322023
WAG002850,0.9207,0.0021632133570479
WAG002854,0.958,0.015710765108187
WAG002861,1.1059,9.0686758652179e-07
WAG002862,0.9465,0.017776495359557
WAG002864,1.9367,0.44042561171388
WAG002868,0.9872,1.4594992595448e-06
WAG002869,1.1991,0.22992167577111
WAG002871,0.902,0.4259482437895
WAG002872,0.8492,0.0016511485440563
WAG002874,0.9654,3.9160987073208e-07
WAG002876,1.2228,7.4652328422039e-23
WAG002877,1.2244,0.0054819798098819
WAG002879,1.0276,4.8237878256234e-13
WAG002882,1.1471,3.9460890506528e-05
WAG002888,0.8486,7.0778479983569e-06
WAG002889,1.0892,0.072143807812788
WAG002894,0.927,0.062685415397875
WAG002902,0.9439,0.0045797428080303
WAG002903,1.2017,0.0034961013177739
WAG002909,1.0952,0.4441609743746
WAG002913,0.9994,0.024901369507766
WAG002915,0.8327,3.3907025977017e-07
WAG002922,0.6526,0.062180673112221
WAG002923,0.6624,0.36571478542902
WAG002925,1.0925,1.8111918417593e-06
WAG002928,0.7386,0.062633707635237
WAG002930,0.6658,0.019917622414283
WAG002932,1.0186,0.0001249339321201
WAG002938,0.5602,0.43763251684941
WAG002939,1.0279,5.3410816898974e-05
WAG002940,0.9175,0.02128978928024
WAG002946,0.8998,0.081214913683511
WAG002948,0.8549,0.44719306575059
WAG002949,1.0258,0.01078429937565
WAG002950,0.9797,7.4080433265543e-07
WAG002956,0.8238,0.28441131734019
WAG002961,0.8784,0.00085482999972744
WAG002963,0.9636,0.14947407838396
WAG002964,0.8502,0.10008376839596
WAG002965,1.0056,1.3002042988266e-09
WAG002967,1.0042,0.074481364416921
WAG002968,0.7352,0.0063158120556476
WAG002969,0.868,3.3857381722292e-07
WAG002970,0.7703,0.00012507955067397
WAG002973,0.8775,7.2041610672781e-19
WAG002979,0.9191,0.28879704115146
WAG002984,0.2792,0.43628179920482
WAG002985,0.6678,0.017660329015524
WAG002989,0.5638,0.0033894030236412
WAG002996,0.8518,2.1910932580948e-07
WAG002998,0.9142,9.445127755279e-05
WAG002999,1.0784,1.8148830053491e-08
WAG003001,0.8966,8.8291268992623e-09
WAG003002,1.1374,0.00066799873923887
WAG003003,0.6993,2.1706363355236e-06
WAG003005,0.9192,1.483377117155e-09
WAG003006,0.7306,0.0080799729223391
WAG003007,0.8032,0.00046496083938811
WAG003008,0.8602,0.003605402178725
WAG003011,0.7072,0.016869260474447
WAG003019,1.1643,0.44655479343673
WAG003024,0.9983,0.13014138550511
WAG003026,0.9905,0.026581440277004
WAG003027,1.1542,0.00066327733305403
WAG003029,0.5808,0.00013459300243805
WAG003030,0.9686,1.3975878104793e-08
WAG003031,0.8775,1.7854401679588e-07
WAG003032,1.0197,2.893503120881e-21
WAG003036,0.8091,0.44715002418312
WAG003038,0.5797,0.00026560820474887
WAG003039,1.9124,0.43493108156022
WAG003040,0.7892,0.010762335425801
WAG003041,0.9564,0.00059722178614727
WAG003047,1.1393,1.8604783579283e-12
WAG003049,0.9766,2.5594779475472e-05
WAG003050,0.9983,0.12980596956309
WAG003051,0.9926,8.7621454695794e-10
WAG003054,0.9553,0.062482783038526
WAG003057,0.6228,0.012501876541421
WAG003059,0.8189,0.17492099931602
WAG003063,0.8951,9.153092590415e-06
WAG003066,0.9994,3.1701609179949e-15
WAG003068,1.1092,0.037670285096839
WAG003070,1.0399,0.013577394470848
WAG003071,0.8099,0.10423388488049
WAG003075,0.9791,0.046684871160444
WAG003076,0.6935,0.046576301692629
WAG003078,1.2047,0.10645183835908
WAG003079,1.0031,0.010610567383991
WAG003080,0.7976,7.0668745906075e-06
WAG003088,0.9397,1.7182623415068e-05
WAG003091,1.2204,0.1029686977257
WAG003097,0.8914,0.017684150287085
WAG003098,1.1349,0.013433848920556
WAG003101,0.0,0.43904062551352
WAG003102,0.9982,0.00050496557228329
WAG003103,1.0491,4.4676217545686e-10
WAG003110,0.7733,6.9042208510048e-15
WAG003111,1.0066,0.074256250888151
WAG003116,0.5458,0.00041290828708811
WAG003118,0.6762,1.2523605667755e-05
WAG003122,0.571,0.34998950656998
WAG003123,1.2572,8.7706129934312e-06
WAG003130,1.0411,0.19427494347395
WAG003131,0.7062,0.2971178670281
WAG003147,1.0175,2.2572035009154e-05
WAG003153,1.0548,0.0082679750058658
WAG003160,1.1496,0.0021591241068455
WAG003168,0.8069,0.023337134019153
WAG003169,1.0075,0.022067041542961
WAG003170,1.0345,0.34929121185895
WAG003171,1.1117,0.21683138975153
WAG003172,1.0013,0.011947362926346
WAG003173,0.6974,0.008328624867887
WAG003176,0.9781,0.43358036391562
WAG003179,1.0591,0.43222964627103
WAG003186,0.8366,4.456498516435e-07
WAG003195,0.9711,0.43104845393223
WAG003203,0.87,0.012747879308883
WAG003210,0.8132,1.907287309286e-06
WAG003211,0.8284,0.196697586408
WAG003212,0.9089,1.0553421736796e-21
WAG003215,1.0182,5.029394695092e-05
WAG003223,0.806,0.018543617284317
WAG003224,0.9991,0.00054718698443515
WAG003228,0.644,0.11143372452045
WAG003236,0.805,0.0075190421620485
WAG003237,0.913,1.6371312429994e-06
WAG003238,0.8426,1.7576946206715e-05
WAG003240,0.751,0.22109843838049
WAG003244,0.8378,0.17219165569914
WAG003247,0.9441,1.0208547116807e-08
WAG003248,0.7484,0.014585972388052
WAG003259,0.9329,0.21162975755977
WAG003263,0.58,8.5993536068227e-05
WAG003265,0.8343,5.0868092517146e-06
WAG003270,0.9398,0.084377090258947
WAG003273,1.0352,0.36988643547328
WAG003274,1.0151,0.056372383253445
WAG003275,1.18,0.010182586998448
WAG003276,0.9271,2.4577068331411e-06
WAG003280,1.0097,3.9706094507572e-06
WAG003283,0.8929,0.00064738809354164
WAG003294,0.9956,0.00025584184331674
WAG003295,0.856,1.2301600370631e-07
WAG003296,0.941,0.0004571303582993
WAG003297,0.7957,0.032239236048834
WAG003305,0.7742,0.036553499052346
