GS_ID,wFC,pFDR
WAG002350,1.616,0.00048306846222029
WAG002352,1.7278,0.0002523756873215
WAG002354,1.6467,0.00079887870587523
WAG002359,2.6058,7.9706441686645e-05
WAG002364,1.1807,2.5402790805564e-07
WAG002366,1.5869,2.1800677148839e-05
WAG002367,2.904,0.012064170687274
WAG002369,1.886,0.0017337104362176
WAG002374,1.8713,9.3191712949862e-09
WAG002378,1.6387,5.5706209850087e-08
WAG002380,1.4315,2.5597779187452e-19
WAG002381,1.4899,7.206430212229e-08
WAG002384,1.3526,1.0613331936931e-10
WAG002386,5.5606,0.0034253471058587
WAG002391,1.6197,0.1856009537962
WAG002393,2.1833,9.7372345872101e-23
WAG002395,1.546,0.027940185847097
WAG002396,1.8767,7.8843175715167e-07
WAG002400,3.3592,0.42424634788159
WAG002414,1.5216,1.8403325002216e-10
WAG002425,1.9005,0.049587216904883
WAG002427,1.6482,0.1877622791214
WAG002440,1.9539,4.5675243653025e-05
WAG002444,1.5334,0.00090637244368987
WAG002445,2.6438,0.18409200295233
WAG002447,1.3727,0.3836204255504
WAG002448,1.5897,9.0366753652922e-05
WAG002450,1.5774,0.016689833025384
WAG002454,1.5962,0.10252336641878
WAG002461,1.3588,0.0011966611781037
WAG002477,2.1746,6.034015495587e-05
WAG002481,1.4702,4.2925973114711e-07
WAG002484,1.2632,4.9938253636684e-07
WAG002514,1.4163,4.6867631414994e-07
WAG002526,1.4375,0.2381457267119
WAG002532,1.9531,1.2361800965629e-06
WAG002534,1.6501,7.4498562458419e-05
WAG002535,1.9361,4.8331657931263e-05
WAG002536,2.405,0.00018213219298574
WAG002545,1.2575,0.12414267408854
WAG002548,1.8476,4.8730726303677e-05
WAG002554,1.6616,1.3764742751153e-09
WAG002557,1.6496,0.00029881610619647
WAG002558,2.4105,0.35473113321655
WAG002562,3.0936,0.28420875430348
WAG002564,1.4889,0.059402364336344
WAG002588,2.4523,4.902186661568e-11
WAG002596,1.4742,2.5845657293149e-18
WAG002607,2.3049,0.01660290681171
WAG002616,2.7075,0.011653198879579
WAG002621,1.381,0.042185615490996
WAG002624,1.3109,0.10227663785353
WAG002625,1.5412,0.07789821116816
WAG002628,1.542,7.7542253100534e-39
WAG002629,1.4904,0.070271266213405
WAG002633,3.4046,6.0288332153971e-07
WAG002648,1.82,0.37999414355595
WAG002649,1.9481,0.12222306778368
WAG002650,1.457,0.069829308564264
WAG002656,1.2289,1.3998721732503e-07
WAG002659,2.0395,2.4922213355447e-17
WAG002663,1.5764,2.1480832337856e-06
WAG002665,1.4091,0.00012831506860749
WAG002666,1.9973,2.2668628066711e-08
WAG002670,2.2024,2.893788169283e-19
WAG002674,1.3526,0.18258305210846
WAG002680,5.0638,0.011594640091239
WAG002683,1.3447,0.17515167921767
WAG002694,1.52,1.6556499044155e-06
WAG002702,1.454,1.3259048577212e-05
WAG002712,1.55,0.1018211515803
WAG002713,1.4037,0.27246678829557
WAG002716,0.974,0.10154083470351
WAG002718,1.7659,7.0818987579778e-48
WAG002727,1.5509,0.028030304676716
WAG002729,2.8538,1.7798362658167e-05
WAG002732,3.0515,5.9599981775068e-15
WAG002742,2.0182,0.0054148627340593
WAG002753,4.56,0.0054807495351034
WAG002771,4.0464,1.9238632030902e-16
WAG002776,1.4589,0.041943169424956
WAG002786,1.5596,2.4511569266838e-05
WAG002787,1.783,0.050136389967155
WAG002789,1.0389,8.0979777769182e-06
WAG002792,1.7108,0.0085636022941863
WAG002795,3.372,3.4445020339844e-05
WAG002797,1.3006,0.0013220032611466
WAG002798,1.5646,0.017462196571347
WAG002801,1.2601,0.0011358286805313
WAG002804,0.7314,0.002378679146937
WAG002805,1.8724,4.1315977653363e-15
WAG002813,1.6008,0.0089268928661398
WAG002815,1.4305,0.0023145397506142
WAG002818,1.7564,0.10080503155348
WAG002820,1.7683,2.9067915348871e-20
WAG002826,2.3841,0.28147597781979
WAG002834,1.6098,0.027787507235911
WAG002841,1.4025,2.4364954672829e-05
WAG002844,1.4365,0.23008237226624
WAG002849,1.7485,7.9422788869255e-05
WAG002854,1.559,1.5432865213261e-08
WAG002857,1.3496,0.066915829504557
WAG002858,1.8299,0.18617107336613
WAG002860,1.3962,0.002368246343661
WAG002862,1.6865,0.0013194331930229
WAG002871,1.346,0.049837959074493
WAG002874,1.4749,2.1278021696305e-06
WAG002879,1.3002,3.5568930902702e-10
WAG002903,1.978,0.10258688084216
WAG002906,2.4748,0.03555934602635
WAG002916,2.1593,0.37607667815846
WAG002925,1.4146,6.924142666246e-06
WAG002928,1.0783,0.00063287570052759
WAG002929,1.3425,0.22806410584285
WAG002930,1.0846,0.10186443801933
WAG002933,2.199,6.0128435113919e-05
WAG002936,2.0562,0.016515980598036
WAG002946,2.5164,0.0079012467989095
WAG002948,2.4929,0.0010418640696413
WAG002949,1.8729,0.00066606839761843
WAG002950,1.4863,6.3217950434195e-05
WAG002957,1.5254,0.0007820190746783
WAG002960,4.641,0.00034341390441271
WAG002970,1.8561,1.3450936740882e-10
WAG002973,1.1915,5.2131480585559e-06
WAG002978,2.1989,0.0012553593185277
WAG002979,1.626,0.010833723299624
WAG002989,2.6505,0.18107410126459
WAG002994,1.6426,0.074380601254568
WAG002995,1.6426,0.073897610337331
WAG002996,1.6041,2.4812860240592e-11
WAG003001,1.9976,1.6519137045731e-10
WAG003002,1.3952,3.9061457915322e-07
WAG003005,1.4106,2.9555944041792e-07
WAG003015,1.2027,0.00084925620398888
WAG003020,1.2559,0.020067778861054
WAG003021,1.3541,0.13949517324304
WAG003022,1.6828,0.2699439476632
WAG003024,2.005,1.1781844030376e-05
WAG003031,2.4557,9.3366065290275e-13
WAG003032,1.6435,4.8440849575853e-25
WAG003034,3.1597,3.275855774414e-05
WAG003035,1.2527,0.18457986761086
WAG003039,0.5488,0.17618838782977
WAG003040,3.1935,0.00066340412402796
WAG003044,2.1267,0.041700723358916
WAG003049,1.4871,0.00017748796775345
WAG003050,2.005,1.1743087964486e-05
WAG003053,1.6463,0.059037932653299
WAG003054,1.4798,3.9779116341977e-06
WAG003056,2.6021,0.010497629541821
WAG003057,1.0419,0.0004601520483673
WAG003061,1.342,0.049539528181832
WAG003063,3.0459,4.3072430936157e-14
WAG003066,1.9616,1.4706399984207e-22
WAG003070,1.455,0.15676657488229
WAG003071,1.4922,0.002357813540385
WAG003075,1.2424,0.022271772319087
WAG003076,1.2027,0.0042298456106101
WAG003078,1.438,0.04215437333269
WAG003079,1.2737,0.00033102111029939
WAG003080,1.4442,0.00066073985043749
WAG003086,1.621,0.11186817076091
WAG003098,1.611,0.0023903814737377
WAG003106,1.5188,0.01077982417873
WAG003116,1.3419,0.041458277292875
WAG003118,2.1422,1.9686540991848e-10
WAG003122,2.944,0.03156111856502
WAG003129,1.2974,1.5045660984224e-05
WAG003130,1.726,1.4875930594288e-05
WAG003137,1.2967,0.17479006729144
WAG003141,1.3606,0.058673500970254
WAG003150,1.563,0.053585902922521
WAG003153,1.3143,0.00026411326698428
WAG003165,2.8571,0.0012649079613973
WAG003170,1.2875,0.00084577564577581
WAG003173,1.9352,0.14744404220598
WAG003186,1.669,0.00057108287531131
WAG003190,1.3823,0.23045586382835
WAG003192,1.6142,0.0043477516866585
WAG003196,3.9946,1.4857391662367e-11
WAG003197,1.4433,0.35118382188439
WAG003198,2.4801,0.030350335630587
WAG003202,1.2925,0.016295681040782
WAG003204,1.3812,0.0034123991884967
WAG003207,2.4652,0.043750659663725
WAG003210,1.5138,3.203780101179e-10
WAG003212,1.7369,2.9088863398925e-26
WAG003213,2.5587,0.0042107060377114
WAG003215,2.5689,5.9440623535028e-15
WAG003217,1.5825,0.14630106513462
WAG003218,1.4894,0.00017514662423627
WAG003219,2.0632,4.0062784994452e-10
WAG003224,1.4944,3.4838838460774e-07
WAG003228,1.3276,0.1829886618556
WAG003231,1.3842,0.34763651055222
WAG003232,1.4238,0.22839822218703
WAG003233,1.3271,0.10006922840346
WAG003234,1.5522,0.041215831226835
WAG003235,1.4137,0.17956515042072
WAG003238,2.0978,7.2442530487201e-19
WAG003244,1.5633,0.035391763876333
WAG003245,1.6833,0.00034208798200185
WAG003246,1.4658,0.10111893674181
WAG003248,1.6953,3.8985519101601e-05
WAG003257,2.9237,0.12320219928484
WAG003259,1.3529,0.00061346301746326
WAG003262,2.9322,0.0012595481818999
WAG003265,1.1563,2.1031043230335e-07
WAG003266,2.9117,0.0088833470472806
WAG003269,3.4046,4.4482838408871e-07
WAG003270,1.4376,4.8560932832235e-05
WAG003276,1.9569,3.2269657053964e-10
WAG003277,1.7508,0.0003410344341702
WAG003283,1.5319,4.0000158848784e-07
WAG003294,1.5828,4.0079345892735e-09
WAG003295,1.5964,0.00015477124889407
WAG003307,1.4613,0.32830028991168
WAG003308,2.7174,0.0005218640987787
