GS_ID,wFC,pFDR
WAG003011,4.476,6.9076988934886e-05
WAG003015,1.4603,6.7600557210497e-06
WAG002030,1.4235,6.8224699316098e-08
WAG002031,2.1451,9.4574620950856e-07
WAG002032,2.1753,4.0419864002723e-06
WAG002096,1.8141,2.1638474647522e-06
WAG002097,1.3218,0.35632566788599
WAG002098,1.6387,0.40291106386986
WAG002099,1.5613,1.8878926315916e-06
WAG002100,1.6121,0.010353879788743
WAG002101,1.4233,3.4447644598452e-05
WAG002102,1.3791,6.6862475742721e-08
WAG002152,1.227,0.0015014132651817
WAG002248,1.41,0.029921579756698
WAG002253,1.3996,0.00026191405887919
WAG002481,1.5552,6.7828552344428e-06
WAG002483,1.4558,7.2656417294249e-12
WAG002484,1.7868,3.2871940260312e-07
WAG002581,1.4652,0.094650384188309
WAG002584,1.36,0.2955701720042
WAG002689,1.3967,0.13754219318343
WAG002694,1.6064,7.0608856018007e-06
WAG002696,3.251,6.7714554777462e-06
WAG002700,1.3919,3.5677327368636e-06
WAG002775,1.5048,0.095809998671247
WAG002776,1.8281,0.028049618024986
WAG002778,1.6184,0.035093027920198
WAG002780,2.5397,0.00029513142396451
WAG002781,1.3134,1.1430113391756e-07
WAG002877,1.4605,0.039613970392379
WAG002878,2.5733,1.3443505010558e-06
WAG002879,1.5897,9.1647855684588e-23
WAG003020,1.3374,0.038608901165671
WAG003021,1.4464,0.038503985673373
WAG003022,1.8422,0.224990218221
WAG003023,1.8453,0.28271296172835
WAG003024,3.8673,3.0393330073464e-06
WAG002034,1.4095,0.00090744594472677
WAG002037,2.6687,0.0058679910247035
WAG002153,1.4973,0.028742407575535
WAG002155,2.7346,7.1708656112291e-10
WAG002156,1.6666,0.42303326692978
WAG002158,1.616,0.001106714028567
WAG002254,1.2289,0.0037951358444933
WAG002392,1.4538,0.020555164675295
WAG002393,2.5899,2.1418897133226e-19
WAG002487,1.91,0.0011339922382076
WAG002585,1.3461,0.049537482718361
WAG002587,2.7203,1.5251889398343e-10
WAG002588,2.4764,8.9405345450868e-08
WAG002589,4.9398,0.050469198282857
WAG002702,2.6831,3.5526787452326e-11
WAG002783,1.4558,7.2551875686631e-12
WAG002882,1.2929,0.00022794675945299
WAG002888,1.2869,0.13706461612377
WAG003027,1.4311,0.016343223783536
WAG003031,3.0162,3.6932203868481e-18
WAG002104,2.2818,6.8508725762392e-09
WAG002161,1.678,1.8352142725258e-06
WAG002162,1.4249,2.1920625735153e-05
WAG002163,2.5342,3.0691608808082e-05
WAG002258,3.0807,0.00048788683781785
WAG002260,2.4137,0.00014916740668157
WAG002395,2.1356,0.00036640916915293
WAG002396,2.1464,5.4064957792545e-05
WAG002399,1.5569,0.0069390108558489
WAG002400,3.7344,0.050614642658312
WAG002404,1.4253,0.40360520951453
WAG002493,1.5791,0.12665246453682
WAG002712,1.5765,0.24201944075698
WAG002786,1.3515,0.00068267012986194
WAG002787,2.0,0.095503896439071
WAG002890,1.3931,0.13346285229503
WAG003032,2.301,6.1655188224464e-26
WAG002164,1.4867,0.0375137142735
WAG002165,3.9518,0.092351424431553
WAG002170,1.4018,2.9550649934168e-07
WAG002171,1.5783,4.9041397936546e-10
WAG002267,3.2569,4.7433821116874e-06
WAG002269,2.3604,0.052937427161102
WAG002270,1.6731,0.4011123537633
WAG002409,1.6095,2.1719128246965e-06
WAG002495,1.631,0.16936892738663
WAG002596,1.7945,2.100706729037e-29
WAG002718,1.6066,2.2833086857094e-27
WAG002789,2.9459,9.6910827649346e-07
WAG002791,1.1652,0.16860695712614
WAG002792,1.6009,5.3870828680184e-05
WAG002797,3.0522,8.8878137822781e-11
WAG003033,2.5764,0.11767468839652
WAG003034,3.1391,0.080138634907276
WAG002048,1.3662,1.599194816175e-16
WAG002111,1.6794,0.010801685532044
WAG002112,1.8627,0.0029452337294333
WAG002172,1.5554,7.1923196250657e-10
WAG002173,2.9885,0.0040790983280976
WAG002174,1.3869,0.32448847840963
WAG002273,1.4547,6.9202355520975e-05
WAG002274,1.9878,8.5228293389932e-05
WAG002328,2.1173,0.008007372416137
WAG002329,2.8956,0.00014888542670675
WAG002331,3.1124,0.072114980634525
WAG002414,2.2548,1.6539639989085e-10
WAG002501,1.5903,0.037979592701756
WAG002719,1.3434,0.0041084633302061
WAG002798,1.7357,0.028667165670887
WAG002801,1.3442,0.042015012717638
WAG002804,5.3483,1.346437185189e-06
WAG003035,2.8089,0.48700362425423
WAG003036,1.3924,0.12580529086099
WAG003039,0.3681,0.1657938462212
WAG003040,2.352,0.0080018888709328
WAG002115,1.6741,0.13085394469463
WAG002117,2.5432,0.00024718806661912
WAG002118,1.637,1.7673979116844e-09
WAG002120,1.3998,0.26248676549791
WAG002177,1.4921,9.2576142329519e-05
WAG002178,1.3868,0.00057566922078258
WAG002278,1.487,0.019387084752577
WAG002280,1.1823,0.0026498756067946
WAG003103,1.3851,0.0001112987092901
WAG003106,3.3978,0.068349752832987
WAG003196,4.2264,2.982139657643e-06
WAG003198,2.4418,0.060484037072587
WAG003202,1.6999,0.014947889829473
WAG003295,1.5941,1.0975836230372e-05
WAG003297,1.6526,0.00010458546942097
WAG003203,1.5066,0.041780291976199
WAG003204,1.7319,0.021380852404575
WAG003207,5.2457,0.19657816857565
WAG003210,2.3245,1.3781294585652e-15
WAG003302,1.728,0.071675255142851
WAG003305,1.5393,2.6249850284476e-07
WAG003308,2.749,0.13829461544878
WAG003212,2.2273,3.9333918015878e-30
WAG003213,4.2468,0.037774850962123
WAG003215,2.0378,2.9772348226798e-06
WAG003217,1.1471,0.039707431194789
WAG003218,2.1759,5.4903207217668e-09
WAG003219,3.556,2.3227738808585e-11
WAG003222,2.9032,0.036099491081543
WAG003224,1.7136,3.2111585390368e-09
WAG003236,1.7144,0.0058702638064762
WAG003238,2.0996,2.0515119538315e-12
WAG003113,1.5241,0.0057901143666069
WAG003116,1.5263,0.0043238476540477
WAG003117,1.9189,0.091771620449487
WAG003118,2.282,2.9278093754629e-07
WAG003244,1.7849,0.49436165003779
WAG003122,5.9699,0.40379412043628
WAG003123,1.3844,8.2785820303005e-05
WAG003247,1.6429,1.6448323567092e-17
WAG003129,1.4019,0.0021344934418466
WAG003130,2.126,0.00071641710385762
WAG003134,1.6183,0.0022281811956481
WAG003137,1.7265,0.1651974654794
WAG003248,1.9095,1.0135273604132e-07
WAG003257,10.7643,0.31263703397378
WAG003259,1.3886,0.0004130101470384
WAG003264,2.2415,2.9497296717026e-06
WAG003147,1.4304,0.39995267368182
WAG003265,2.1277,6.1900241932313e-09
WAG003269,2.4067,7.9449535581622e-05
WAG003270,1.5545,1.5048748951253e-07
WAG003151,1.8764,0.24216633183059
WAG003152,1.6831,0.0030360814263836
WAG003160,4.4422,3.5795780332382e-05
WAG003273,1.562,0.095894162438172
WAG003275,1.2324,0.00018576801043178
WAG003276,2.1053,1.6442164599697e-13
WAG003165,2.8182,0.01105785662354
WAG003167,1.4296,0.24012866387607
WAG003277,1.8657,0.095197794206894
WAG003280,1.4307,7.446231242079e-05
WAG003283,1.7929,2.4736592726106e-07
WAG003170,1.4183,0.066416891812345
WAG003171,1.3137,0.30073510128156
WAG003172,1.3747,0.010802542609802
WAG003173,2.2599,0.49933010883214
WAG003183,1.6808,0.49684587943496
WAG003186,1.6488,0.00068128820652214
WAG003189,2.2796,0.0067037761220881
WAG003190,1.5923,0.091483935118925
WAG003192,2.2962,0.0058544703080567
WAG003294,2.4622,7.0391328269619e-15
